object_id	ids_id	image_url	image_label	image_category
edanmdm-ofeo-sg_2011-0448A	SG-2011-0448A-FAL1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0448A-FAL1-HL	FAL1	FAL
edanmdm-ofeo-sg_2011-0448A	SG-2011-0448A-WIN1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0448A-WIN1-HL	WIN1	WIN
edanmdm-ofeo-sg_2011-0454A	SG-2011-0454A-SPR1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0454A-SPR1-HL	SPR1	SPR
edanmdm-ofeo-sg_2011-0454A	SG-2011-0454A-FAL1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0454A-FAL1-HL	FAL1	FAL
edanmdm-ofeo-sg_2011-0454A	SG-2011-0454A-WIN1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0454A-WIN1-HL	WIN1	WIN
edanmdm-ofeo-sg_2011-0453A	SG-2011-0453A-FAL1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0453A-FAL1-HL	FAL1	FAL
edanmdm-ofeo-sg_2011-0453A	SG-2011-0453A-WIN1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0453A-WIN1-HL	WIN1	WIN
edanmdm-ofeo-sg_2011-0452A	SG-2011-0452A-FAL1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0452A-FAL1-HL	FAL1	FAL
edanmdm-ofeo-sg_2011-0452A	SG-2011-0452A-WIN1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0452A-WIN1-HL	WIN1	WIN
edanmdm-ofeo-sg_2011-0460A	SG-2011-0460A-SPR1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0460A-SPR1-HL	SPR1	SPR
edanmdm-ofeo-sg_2011-0460A	SG-2011-0460A-FAL1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0460A-FAL1-HL	FAL1	FAL
edanmdm-ofeo-sg_2011-0460A	SG-2011-0460A-WIN1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0460A-WIN1-HL	WIN1	WIN
edanmdm-ofeo-sg_2011-0461A	SG-2011-0461A-SPR1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0461A-SPR1-HL	SPR1	SPR
edanmdm-ofeo-sg_2011-0461A	SG-2011-0461A-FAL1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0461A-FAL1-HL	FAL1	FAL
edanmdm-ofeo-sg_2011-0461A	SG-2011-0461A-WIN1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0461A-WIN1-HL	WIN1	WIN
edanmdm-ofeo-sg_2011-0455A	SG-2011-0455A-SPR1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0455A-SPR1-HL	SPR1	SPR
edanmdm-ofeo-sg_2011-0455A	SG-2011-0455A-FAL1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0455A-FAL1-HL	FAL1	FAL
edanmdm-ofeo-sg_2011-0455A	SG-2011-0455A-WIN1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0455A-WIN1-HL	WIN1	WIN
edanmdm-ofeo-sg_2011-0458A	SG-2011-0458A-SPR1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0458A-SPR1-HL	SPR1	SPR
edanmdm-ofeo-sg_2011-0458A	SG-2011-0458A-FAL1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0458A-FAL1-HL	FAL1	FAL
edanmdm-ofeo-sg_2011-0458A	SG-2011-0458A-WIN1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0458A-WIN1-HL	WIN1	WIN
edanmdm-ofeo-sg_2011-0456A	SG-2011-0456A-SPR1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0456A-SPR1-HL	SPR1	SPR
edanmdm-ofeo-sg_2011-0456A	SG-2011-0456A-FAL1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0456A-FAL1-HL	FAL1	FAL
edanmdm-ofeo-sg_2011-0456A	SG-2011-0456A-WIN1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0456A-WIN1-HL	WIN1	WIN
edanmdm-ofeo-sg_2011-0459A	SG-2011-0459A-SPR1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0459A-SPR1-HL	SPR1	SPR
edanmdm-ofeo-sg_2011-0459A	SG-2011-0459A-FAL1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0459A-FAL1-HL	FAL1	FAL
edanmdm-ofeo-sg_2011-0459A	SG-2011-0459A-WIN-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0459A-WIN-HL	WIN	WIN
edanmdm-ofeo-sg_2011-0528A	SG-2011-0528A-FLO1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0528A-FLO1-HL	FLO1	FLO
edanmdm-ofeo-sg_2011-0528A	SG-2011-0528A-FAL1-HL-000002	https://ids.si.edu/ids/deliveryService?id=SG-2011-0528A-FAL1-HL-000002	FAL1	FAL
edanmdm-ofeo-sg_2011-0528A	SG-2011-0528A-WIN-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0528A-WIN-HL	WIN	WIN
edanmdm-ofeo-sg_2011-0528A	SG-2011-0528A-SUM1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0528A-SUM1-HL	SUM1	SUM
edanmdm-ofeo-sg_2011-0528A	SG-2011-0528A-SNP1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0528A-SNP1-HL	SNP1	SNP
edanmdm-ofeo-sg_2011-0528A	SG-2011-0528A-BAR1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0528A-BAR1-HL	BAR1	BAR
edanmdm-ofeo-sg_2011-0528A	SG-2011-0528A-STE1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0528A-STE1-HL	STE1	STE
edanmdm-ofeo-sg_2011-0532A	SG-2011-0532A-FAL1-HL-000002	https://ids.si.edu/ids/deliveryService?id=SG-2011-0532A-FAL1-HL-000002	FAL1	FAL
edanmdm-ofeo-sg_2011-0532A	SG-2011-0532A-SUM1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0532A-SUM1-HL	SUM1	SUM
edanmdm-ofeo-sg_2011-0532A	SG-2011-0532A-WIN1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0532A-WIN1-HL	WIN1	WIN
edanmdm-ofeo-sg_2011-0613A	SG-2011-0613A-SNP1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0613A-SNP1-HL	SNP1	SNP
edanmdm-ofeo-sg_2011-0613A	SG-2011-0613A-SUM1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0613A-SUM1-HL	SUM1	SUM
edanmdm-ofeo-sg_2011-0613A	SG-2011-0613A-WIN-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0613A-WIN-HL	WIN	WIN
edanmdm-ofeo-sg_2011-0613A	SG-2011-0613A-FAL1-HL-000002	https://ids.si.edu/ids/deliveryService?id=SG-2011-0613A-FAL1-HL-000002	FAL1	FAL
edanmdm-ofeo-sg_2011-0613A	SG-2011-0613A-FLO1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0613A-FLO1-HL	FLO1	FLO
edanmdm-ofeo-sg_2011-0726A	SG-2011-0726A-BUD1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0726A-BUD1-HL	BUD1	BUD
edanmdm-ofeo-sg_2011-0726A	SG-2011-0726A-BAR2-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0726A-BAR2-HL	BAR2	BAR
edanmdm-ofeo-sg_2011-0726A	SG-2011-0726A-BAR3-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0726A-BAR3-HL	BAR3	BAR
edanmdm-ofeo-sg_2011-0726A	SG-2011-0726A-FAL1-HL-000002	https://ids.si.edu/ids/deliveryService?id=SG-2011-0726A-FAL1-HL-000002	FAL1	FAL
edanmdm-ofeo-sg_2011-0726A	SG-2011-0726A-WIN1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0726A-WIN1-HL	WIN1	WIN
edanmdm-ofeo-sg_2011-0726A	SG-2011-0726A-SUM1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0726A-SUM1-HL	SUM1	SUM
edanmdm-ofeo-sg_2011-0726A	SG-2011-0726A-FAL2-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0726A-FAL2-HL	FAL2	FAL
edanmdm-ofeo-sg_2011-0726A	SG-2011-0726A-WIN2-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0726A-WIN2-HL	WIN2	WIN
edanmdm-ofeo-sg_2011-0726A	SG-2011-0726A-SNP1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0726A-SNP1-HL	SNP1	SNP
edanmdm-ofeo-sg_2011-0726A	SG-2011-0726A-BAR1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0726A-BAR1-HL	BAR1	BAR
edanmdm-ofeo-sg_2011-0726A	SG-2011-0726A-BUD2-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0726A-BUD2-HL	BUD2	BUD
edanmdm-ofeo-sg_2011-0761A	SG-2011-0761A-SUM1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0761A-SUM1-HL	SUM1	SUM
edanmdm-ofeo-sg_2011-0761A	SG-2011-0761A-FAL1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0761A-FAL1-HL	FAL1	FAL
edanmdm-ofeo-sg_2011-0761A	SG-2011-0761A-WIN1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0761A-WIN1-HL	WIN1	WIN
edanmdm-ofeo-sg_2011-0765A	SG-2011-0765A-FLO1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0765A-FLO1-HL	FLO1	FLO
edanmdm-ofeo-sg_2011-0765A	SG-2011-0765A-SUM1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0765A-SUM1-HL	SUM1	SUM
edanmdm-ofeo-sg_2011-0765A	SG-2011-0765A-SNP1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0765A-SNP1-HL	SNP1	SNP
edanmdm-ofeo-sg_2011-0766A	SG-2011-0766A-SUM1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0766A-SUM1-HL	SUM1	SUM
edanmdm-ofeo-sg_2011-0766A	SG-2011-0766A-FAL1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0766A-FAL1-HL	FAL1	FAL
edanmdm-ofeo-sg_2011-0766A	SG-2011-0766A-WIN1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0766A-WIN1-HL	WIN1	WIN
edanmdm-ofeo-sg_2011-0729A	SG-2011-0729A-SUM1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0729A-SUM1-HL	SUM1	SUM
edanmdm-ofeo-sg_2011-0729A	SG-2011-0729A-FAL1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0729A-FAL1-HL	FAL1	FAL
edanmdm-ofeo-sg_2011-0729A	SG-2011-0729A-WIN1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0729A-WIN1-HL	WIN1	WIN
edanmdm-ofeo-sg_2011-0767A	SG-2011-0767A-SUM1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0767A-SUM1-HL	SUM1	SUM
edanmdm-ofeo-sg_2011-0767A	SG-2011-0767A-FAL1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0767A-FAL1-HL	FAL1	FAL
edanmdm-ofeo-sg_2011-0767A	SG-2011-0767A-SUM1-HL-000002	https://ids.si.edu/ids/deliveryService?id=SG-2011-0767A-SUM1-HL-000002	SUM1	SUM
edanmdm-ofeo-sg_2011-0767A	SG-2011-0767A-WIN1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0767A-WIN1-HL	WIN1	WIN
edanmdm-ofeo-sg_2011-0769A	SG-2011-0769A-FAL1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0769A-FAL1-HL	FAL1	FAL
edanmdm-ofeo-sg_2011-0769A	SG-2011-0769A-WIN1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0769A-WIN1-HL	WIN1	WIN
edanmdm-ofeo-sg_2011-0768A	SG-2011-0768A-FAL1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0768A-FAL1-HL	FAL1	FAL
edanmdm-ofeo-sg_2011-0768A	SG-2011-0768A-SUM1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0768A-SUM1-HL	SUM1	SUM
edanmdm-ofeo-sg_2011-0768A	SG-2011-0768A-WIN1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0768A-WIN1-HL	WIN1	WIN
edanmdm-ofeo-sg_2011-0762A	SG-2011-0762A-SUM1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0762A-SUM1-HL	SUM1	SUM
edanmdm-ofeo-sg_2011-0762A	SG-2011-0762A-FAL1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0762A-FAL1-HL	FAL1	FAL
edanmdm-ofeo-sg_2011-0762A	SG-2011-0762A-WIN1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0762A-WIN1-HL	WIN1	WIN
edanmdm-ofeo-sg_2011-0703A	SG-2011-0703A-BUD2-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0703A-BUD2-HL	BUD2	BUD
edanmdm-ofeo-sg_2011-0703A	SG-2011-0703A-FAL1-HL-000002	https://ids.si.edu/ids/deliveryService?id=SG-2011-0703A-FAL1-HL-000002	FAL1	FAL
edanmdm-ofeo-sg_2011-0703A	SG-2011-0703A-SUM1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0703A-SUM1-HL	SUM1	SUM
edanmdm-ofeo-sg_2011-0703A	SG-2011-0703A-WIN1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0703A-WIN1-HL	WIN1	WIN
edanmdm-ofeo-sg_2011-0703A	SG-2011-0703A-SNP1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0703A-SNP1-HL	SNP1	SNP
edanmdm-ofeo-sg_2011-0703A	SG-2011-0703A-BAR1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0703A-BAR1-HL	BAR1	BAR
edanmdm-ofeo-sg_2011-0703A	SG-2011-0703A-BUD1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0703A-BUD1-HL	BUD1	BUD
edanmdm-ofeo-sg_2011-0763A	SG-2011-0763A-FLO1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0763A-FLO1-HL	FLO1	FLO
edanmdm-ofeo-sg_2011-0763A	SG-2011-0763A-FAL1-HL-000002	https://ids.si.edu/ids/deliveryService?id=SG-2011-0763A-FAL1-HL-000002	FAL1	FAL
edanmdm-ofeo-sg_2011-0763A	SG-2011-0763A-SUM1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0763A-SUM1-HL	SUM1	SUM
edanmdm-ofeo-sg_2011-0763A	SG-2011-0763A-WIN1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0763A-WIN1-HL	WIN1	WIN
edanmdm-ofeo-sg_2011-0763A	SG-2011-0763A-SNP1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0763A-SNP1-HL	SNP1	SNP
edanmdm-ofeo-sg_2011-0813A	SG-2011-0813A-WIN1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0813A-WIN1-HL	WIN1	WIN
edanmdm-ofeo-sg_2011-0813A	SG-2011-0813A-FAL1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0813A-FAL1-HL	FAL1	FAL
edanmdm-ofeo-sg_2011-0839A	SG-2011-0839A-FAL1-HL-000002	https://ids.si.edu/ids/deliveryService?id=SG-2011-0839A-FAL1-HL-000002	FAL1	FAL
edanmdm-ofeo-sg_2011-0839A	SG-2011-0839A-WIN1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0839A-WIN1-HL	WIN1	WIN
edanmdm-ofeo-sg_2011-0839A	SG-2011-0839A-SUM1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0839A-SUM1-HL	SUM1	SUM
edanmdm-ofeo-sg_2011-0727A	SG-2011-0727A-BUD1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0727A-BUD1-HL	BUD1	BUD
edanmdm-ofeo-sg_2011-0727A	SG-2011-0727A-LEB1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0727A-LEB1-HL	LEB1	LEB
edanmdm-ofeo-sg_2011-0727A	SG-2011-0727A-LEF1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0727A-LEF1-HL	LEF1	LEF
edanmdm-ofeo-sg_2011-0727A	SG-2011-0727A-BAR2-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0727A-BAR2-HL	BAR2	BAR
edanmdm-ofeo-sg_2011-0727A	SG-2011-0727A-BAR3-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0727A-BAR3-HL	BAR3	BAR
edanmdm-ofeo-sg_2011-0727A	SG-2011-0727A-FAL1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0727A-FAL1-HL	FAL1	FAL
edanmdm-ofeo-sg_2011-0727A	SG-2011-0727A-SUM1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0727A-SUM1-HL	SUM1	SUM
edanmdm-ofeo-sg_2011-0727A	SG-2011-0727A-WIN1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0727A-WIN1-HL	WIN1	WIN
edanmdm-ofeo-sg_2011-0727A	SG-2011-0727A-STE2-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0727A-STE2-HL	STE2	STE
edanmdm-ofeo-sg_2011-0727A	SG-2011-0727A-STE3-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0727A-STE3-HL	STE3	STE
edanmdm-ofeo-sg_2011-0727A	SG-2011-0727A-SNP1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0727A-SNP1-HL	SNP1	SNP
edanmdm-ofeo-sg_2011-0727A	SG-2011-0727A-BAR1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0727A-BAR1-HL	BAR1	BAR
edanmdm-ofeo-sg_2011-0727A	SG-2011-0727A-BUD2-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0727A-BUD2-HL	BUD2	BUD
edanmdm-ofeo-sg_2011-0727A	SG-2011-0727A-STE4-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0727A-STE4-HL	STE4	STE
edanmdm-ofeo-sg_2011-0853A	SG-2011-0853A-LEF2-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0853A-LEF2-HL	LEF2	LEF
edanmdm-ofeo-sg_2011-0853A	SG-2011-0853A-SUM1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0853A-SUM1-HL	SUM1	SUM
edanmdm-ofeo-sg_2011-0853A	SG-2011-0853A-FAL1-HL-000002	https://ids.si.edu/ids/deliveryService?id=SG-2011-0853A-FAL1-HL-000002	FAL1	FAL
edanmdm-ofeo-sg_2011-0853A	SG-2011-0853A-WIN1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0853A-WIN1-HL	WIN1	WIN
edanmdm-ofeo-sg_2011-0853A	SG-2011-0853A-SPR1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0853A-SPR1-HL	SPR1	SPR
edanmdm-ofeo-sg_2011-0853A	SG-2011-0853A-BUD1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0853A-BUD1-HL	BUD1	BUD
edanmdm-ofeo-sg_2011-0853A	SG-2011-0853A-LEB1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0853A-LEB1-HL	LEB1	LEB
edanmdm-ofeo-sg_2011-0853A	SG-2011-0853A-LEF1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0853A-LEF1-HL	LEF1	LEF
edanmdm-ofeo-sg_2011-0853A	SG-2011-0853A-BAR1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0853A-BAR1-HL	BAR1	BAR
edanmdm-ofeo-sg_2011-0853A	SG-2011-0853A-FLO1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0853A-FLO1-HL	FLO1	FLO
edanmdm-ofeo-sg_2011-0853A	SG-2011-0853A-SNP2-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0853A-SNP2-HL	SNP2	SNP
edanmdm-ofeo-sg_2011-0853A	SG-2011-0853A-BAR2-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0853A-BAR2-HL	BAR2	BAR
edanmdm-ofeo-sg_2011-0853A	SG-2011-0853A-SNP1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0853A-SNP1-HL	SNP1	SNP
edanmdm-ofeo-sg_2011-0853A	SG-2011-0853A-STE2-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0853A-STE2-HL	STE2	STE
edanmdm-ofeo-sg_2011-0853A	SG-2011-0853A-STE3-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0853A-STE3-HL	STE3	STE
edanmdm-ofeo-sg_2011-0910A	SG-2011-0910A-FAL1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0910A-FAL1-HL	FAL1	FAL
edanmdm-ofeo-sg_2011-0910A	SG-2011-0910A-SPR1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0910A-SPR1-HL	SPR1	SPR
edanmdm-ofeo-sg_2011-0910A	SG-2011-0910A-SUM1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0910A-SUM1-HL	SUM1	SUM
edanmdm-ofeo-sg_2011-0910A	SG-2011-0910A-WIN1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0910A-WIN1-HL	WIN1	WIN
edanmdm-ofeo-sg_2011-0892A	SG-2011-0892A-WIN1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0892A-WIN1-HL	WIN1	WIN
edanmdm-ofeo-sg_2011-0892A	SG-2011-0892A-SPR1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0892A-SPR1-HL	SPR1	SPR
edanmdm-ofeo-sg_2011-0892A	SG-2011-0892A-SUM1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0892A-SUM1-HL	SUM1	SUM
edanmdm-ofeo-sg_2011-0892A	SG-2011-0892A-FAL1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0892A-FAL1-HL	FAL1	FAL
edanmdm-ofeo-sg_2011-0911A	SG-2011-0911A-SUM1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0911A-SUM1-HL	SUM1	SUM
edanmdm-ofeo-sg_2011-0911A	SG-2011-0911A-FAL1-HL-000002	https://ids.si.edu/ids/deliveryService?id=SG-2011-0911A-FAL1-HL-000002	FAL1	FAL
edanmdm-ofeo-sg_2011-0911A	SG-2011-0911A-SPR1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0911A-SPR1-HL	SPR1	SPR
edanmdm-ofeo-sg_2011-0911A	SG-2011-0911A-BAR1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0911A-BAR1-HL	BAR1	BAR
edanmdm-ofeo-sg_2011-0911A	SG-2011-0911A-WIN1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0911A-WIN1-HL	WIN1	WIN
edanmdm-ofeo-sg_2011-0900A	SG-2011-0900A-LEF2-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0900A-LEF2-HL	LEF2	LEF
edanmdm-ofeo-sg_2011-0900A	SG-2011-0900A-LEF1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0900A-LEF1-HL	LEF1	LEF
edanmdm-ofeo-sg_2011-0900A	SG-2011-0900A-FAL1-HL-000002	https://ids.si.edu/ids/deliveryService?id=SG-2011-0900A-FAL1-HL-000002	FAL1	FAL
edanmdm-ofeo-sg_2011-0900A	SG-2011-0900A-SPR1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0900A-SPR1-HL	SPR1	SPR
edanmdm-ofeo-sg_2011-0900A	SG-2011-0900A-SUM1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0900A-SUM1-HL	SUM1	SUM
edanmdm-ofeo-sg_2011-0900A	SG-2011-0900A-WIN1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0900A-WIN1-HL	WIN1	WIN
edanmdm-ofeo-sg_2011-0900A	SG-2011-0900A-LEB1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0900A-LEB1-HL	LEB1	LEB
edanmdm-ofeo-sg_2011-0900A	SG-2011-0900A-STE2-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0900A-STE2-HL	STE2	STE
edanmdm-ofeo-sg_2011-0900A	SG-2011-0900A-STE1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0900A-STE1-HL	STE1	STE
edanmdm-ofeo-sg_2011-0917A	SG-2011-0917A-FAL1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0917A-FAL1-HL	FAL1	FAL
edanmdm-ofeo-sg_2011-0917A	SG-2011-0917A-SPR1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0917A-SPR1-HL	SPR1	SPR
edanmdm-ofeo-sg_2011-0917A	SG-2011-0917A-SUM1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0917A-SUM1-HL	SUM1	SUM
edanmdm-ofeo-sg_2011-0917A	SG-2011-0917A-WIN1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0917A-WIN1-HL	WIN1	WIN
edanmdm-ofeo-sg_2011-0917A	SG-2011-0917A-BAR1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0917A-BAR1-HL	BAR1	BAR
edanmdm-ofeo-sg_2011-0905A	SG-2011-0905A-FAL1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0905A-FAL1-HL	FAL1	FAL
edanmdm-ofeo-sg_2011-0905A	SG-2011-0905A-SUM1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0905A-SUM1-HL	SUM1	SUM
edanmdm-ofeo-sg_2011-0905A	SG-2011-0905A-SPR1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0905A-SPR1-HL	SPR1	SPR
edanmdm-ofeo-sg_2011-0905A	SG-2011-0905A-WIN-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0905A-WIN-HL	WIN	WIN
edanmdm-ofeo-sg_2011-0923A	SG-2011-0923A-FAL1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0923A-FAL1-HL	FAL1	FAL
edanmdm-ofeo-sg_2011-0923A	SG-2011-0923A-SPR1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0923A-SPR1-HL	SPR1	SPR
edanmdm-ofeo-sg_2011-0923A	SG-2011-0923A-SUM1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0923A-SUM1-HL	SUM1	SUM
edanmdm-ofeo-sg_2011-0923A	SG-2011-0923A-WIN1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0923A-WIN1-HL	WIN1	WIN
edanmdm-ofeo-sg_2011-0908A	SG-2011-0908A-LEF2-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0908A-LEF2-HL	LEF2	LEF
edanmdm-ofeo-sg_2011-0908A	SG-2011-0908A-LEB1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0908A-LEB1-HL	LEB1	LEB
